"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus"
"sp1894",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"sp1895",0.0219193142334372,0.0171403354882388,2.91203942610042,0.00588602452789996,0.995303659022376,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"sp1898",0.0276735384562801,0.242108825515382,2.91204342347397,0.0831405272200766,0.933739801316347,0.998452937578405,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"sp1899",0.0396671498533433,0.355252812212168,2.91201240417807,0.121995638377935,0.902902472540242,0.998452937578405,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"sp1902",0.0243112886750486,-0.0405007788277834,2.91200893474882,-0.0139081918137304,0.988903226240209,0.998452937578405,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"sp1903",0.0114065737996385,0.130253278512328,2.9120644539051,0.0447288446303642,0.964323442010501,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"sp1905",0.025232750620079,0.18572820009639,2.91205802985357,0.0637790175169446,0.94914618583288,0.998452937578405,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter"
"sp1906",0,NA,NA,NA,NA,NA,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"sp1907",0.00769114254658616,0.130253278512328,2.9120644539051,0.0447288446303642,0.964323442010501,NA,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter"
"sp1908",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA
"sp1909",0.0113940246247505,0.0171403354882389,2.91203942610042,0.00588602452789998,0.995303659022376,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"sp1910",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"sp1911",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"sp1913",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"sp1914",0.022757435657175,0.18572820009639,2.91205802985357,0.0637790175169446,0.94914618583288,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"sp1915",0.0338614310762151,0.128089687332206,2.91202633226111,0.0439864454222663,0.964915208396581,0.998452937578405,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"sp1916",0.0157638264096379,0.0726147657575191,2.91203275637612,0.024936108839615,0.980105925492568,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"sp1917",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas"
"sp1918",0.0224343126879442,0.18572820009639,2.91205802985357,0.0637790175169446,0.94914618583288,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"sp1919",0.0999776640992273,0.183373260781755,2.91196569136299,0.0629723287350697,0.949788539045636,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA
"sp1920",0.0639260134047407,0.128089687332206,2.91202633226111,0.0439864454222663,0.964915208396581,0.998452937578405,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"sp1921",0,NA,NA,NA,NA,NA,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",NA
"sp1922",0.0113787178285875,0.130253278512328,2.9120644539051,0.0447288446303642,0.964323442010501,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"sp1924",0.0388514144242112,0.0704485729983646,2.91199584078495,0.0241925390179728,0.980699029391251,0.998452937578405,"Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"sp1925",0.00738184267583233,0.130253278512328,2.9120644539051,0.0447288446303642,0.964323442010501,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"sp1926",0.0354200355448282,0.242108825515382,2.91204342347397,0.0831405272200766,0.933739801316347,0.998452937578405,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"sp1927",0,NA,NA,NA,NA,NA,"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium"
